Student ID,Interests,Career Goals,Matched Courses
368,Biochemical Engineering,Environmental Engineer,"Biochemical Engineering, Process Design"
369,Cybersecurity,Environmental Engineer,"Biochemical Engineering, Process Design"
370,Cybersecurity,Data Scientist,"Introduction to Embedded Systems, Robotics"
371,Biochemical Engineering,Signal Processing Engineer,"Introduction to Embedded Systems, Robotics"
372,Biochemical Engineering,Signal Processing Engineer,"Environmental Engineering, Water Quality Control"
373,"AI, Machine Learning",Data Scientist,"Data Mining for Business Intelligence, Machine Learning"
374,Software Development,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
375,Biochemical Engineering,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
376,Signal Processing,Biochemical Engineer,"Introduction to Embedded Systems, Robotics"
377,Data Science,Biochemical Engineer,"Data Mining for Business Intelligence, Machine Learning"
378,Software Development,Cybersecurity Analyst,"Database Management Systems, Systems Analysis and Design"
379,Environmental Engineering,AI Specialist,"Software and Hardware Concepts, Data Structures"
380,Data Science,Robotics Engineer,"Database Management Systems, Systems Analysis and Design"
381,Biochemical Engineering,Cybersecurity Analyst,"Signal Processing, Analog and Digital Communication"
382,Software Development,Biochemical Engineer,"Environmental Engineering, Water Quality Control"
383,Biochemical Engineering,Environmental Engineer,"Introduction to Cybersecurity, Digital Forensics"
384,Signal Processing,Embedded Systems Engineer,"Signal Processing, Analog and Digital Communication"
385,Software Development,Signal Processing Engineer,"Signal Processing, Analog and Digital Communication"
386,Data Science,Signal Processing Engineer,"Principles of Digital Design, VLSI Design"
387,Cybersecurity,Biochemical Engineer,"Introduction to Cybersecurity, Digital Forensics"
388,Database Management,Cybersecurity Analyst,"Biochemical Engineering, Process Design"
389,Cybersecurity,Embedded Systems Engineer,"Environmental Engineering, Water Quality Control"
390,Biochemical Engineering,Robotics Engineer,"Signal Processing, Analog and Digital Communication"
391,Data Science,Biochemical Engineer,"Signal Processing, Analog and Digital Communication"
392,Environmental Engineering,Environmental Engineer,"Signal Processing, Analog and Digital Communication"
393,Biochemical Engineering,Biochemical Engineer,"Biochemical Engineering, Process Design"
394,Cybersecurity,Signal Processing Engineer,"Signal Processing, Analog and Digital Communication"
395,"AI, Machine Learning",Environmental Engineer,"Computer Science I, Computer Science II"
396,Signal Processing,AI Specialist,"Signal Processing, Analog and Digital Communication"
397,Embedded Systems,Cybersecurity Analyst,"Biochemical Engineering, Process Design"
398,Database Management,Biochemical Engineer,"Environmental Engineering, Water Quality Control"
399,"AI, Machine Learning",Embedded Systems Engineer,"Biochemical Engineering, Process Design"
400,Biochemical Engineering,Data Scientist,"Data Mining for Business Intelligence, Machine Learning"
401,"AI, Machine Learning",Software Developer,"Introduction to Cybersecurity, Digital Forensics"
402,Environmental Engineering,Software Developer,"Introduction to Cybersecurity, Digital Forensics"
403,"AI, Machine Learning",Biochemical Engineer,"Computer Science I, Computer Science II"
404,Data Science,Cybersecurity Analyst,"Database Management Systems, Systems Analysis and Design"
405,Signal Processing,AI Specialist,"Software and Hardware Concepts, Data Structures"
406,Software Development,Signal Processing Engineer,"Database Management Systems, Systems Analysis and Design"
407,Signal Processing,Database Administrator,"Data Mining for Business Intelligence, Machine Learning"
408,Embedded Systems,Environmental Engineer,"Data Mining for Business Intelligence, Machine Learning"
409,Robotics,AI Specialist,"Data Mining for Business Intelligence, Machine Learning"
410,Biochemical Engineering,Signal Processing Engineer,"Data Mining for Business Intelligence, Machine Learning"
411,Signal Processing,Data Scientist,"Database Management Systems, Systems Analysis and Design"
412,Biochemical Engineering,Software Developer,"Computer Science I, Computer Science II"
413,Database Management,Database Administrator,"Biochemical Engineering, Process Design"
414,Data Science,Database Administrator,"Computer Science I, Computer Science II"
415,Embedded Systems,Cybersecurity Analyst,"Database Management Systems, Systems Analysis and Design"
416,Embedded Systems,Database Administrator,"Computer Science I, Computer Science II"
417,Embedded Systems,Data Scientist,"Biochemical Engineering, Process Design"
418,Environmental Engineering,Environmental Engineer,"Data Mining for Business Intelligence, Machine Learning"
419,Cybersecurity,Embedded Systems Engineer,"Data Mining for Business Intelligence, Machine Learning"
420,"AI, Machine Learning",Database Administrator,"Software and Hardware Concepts, Data Structures"
421,Signal Processing,Environmental Engineer,"Computer Science I, Computer Science II"
422,Biochemical Engineering,Robotics Engineer,"Introduction to Cybersecurity, Digital Forensics"
423,Software Development,Biochemical Engineer,"Introduction to Embedded Systems, Robotics"
424,Software Development,Environmental Engineer,"Software and Hardware Concepts, Data Structures"
425,Data Science,AI Specialist,"Signal Processing, Analog and Digital Communication"
426,Data Science,Environmental Engineer,"Biochemical Engineering, Process Design"
427,Data Science,Database Administrator,"Signal Processing, Analog and Digital Communication"
428,Embedded Systems,Biochemical Engineer,"Biochemical Engineering, Process Design"
429,Cybersecurity,Cybersecurity Analyst,"Introduction to Embedded Systems, Robotics"
430,Biochemical Engineering,Embedded Systems Engineer,"Biochemical Engineering, Process Design"
431,Data Science,Environmental Engineer,"Signal Processing, Analog and Digital Communication"
432,Cybersecurity,Embedded Systems Engineer,"Introduction to Embedded Systems, Robotics"
433,Biochemical Engineering,Cybersecurity Analyst,"Data Mining for Business Intelligence, Machine Learning"
434,Cybersecurity,AI Specialist,"Principles of Digital Design, VLSI Design"
435,Database Management,Signal Processing Engineer,"Biochemical Engineering, Process Design"
436,Signal Processing,Data Scientist,"Database Management Systems, Systems Analysis and Design"
437,Cybersecurity,Embedded Systems Engineer,"Data Mining for Business Intelligence, Machine Learning"
438,Biochemical Engineering,AI Specialist,"Data Mining for Business Intelligence, Machine Learning"
439,Signal Processing,AI Specialist,"Principles of Digital Design, VLSI Design"
440,Software Development,Database Administrator,"Database Management Systems, Systems Analysis and Design"
441,Environmental Engineering,AI Specialist,"Database Management Systems, Systems Analysis and Design"
442,Robotics,Signal Processing Engineer,"Introduction to Embedded Systems, Robotics"
443,Embedded Systems,Robotics Engineer,"Introduction to Cybersecurity, Digital Forensics"
444,Software Development,Signal Processing Engineer,"Principles of Digital Design, VLSI Design"
445,Software Development,Data Scientist,"Environmental Engineering, Water Quality Control"
446,Robotics,Embedded Systems Engineer,"Data Mining for Business Intelligence, Machine Learning"
447,Embedded Systems,Biochemical Engineer,"Environmental Engineering, Water Quality Control"
448,Biochemical Engineering,Signal Processing Engineer,"Software and Hardware Concepts, Data Structures"
449,Database Management,Cybersecurity Analyst,"Environmental Engineering, Water Quality Control"
450,Robotics,Embedded Systems Engineer,"Principles of Digital Design, VLSI Design"
451,Cybersecurity,Cybersecurity Analyst,"Principles of Digital Design, VLSI Design"
452,Database Management,Embedded Systems Engineer,"Database Management Systems, Systems Analysis and Design"
453,Embedded Systems,Signal Processing Engineer,"Introduction to Cybersecurity, Digital Forensics"
454,Embedded Systems,Database Administrator,"Signal Processing, Analog and Digital Communication"
455,Environmental Engineering,Data Scientist,"Signal Processing, Analog and Digital Communication"
456,"AI, Machine Learning",Robotics Engineer,"Data Mining for Business Intelligence, Machine Learning"
457,Embedded Systems,Signal Processing Engineer,"Signal Processing, Analog and Digital Communication"
458,Database Management,Data Scientist,"Biochemical Engineering, Process Design"
459,Data Science,AI Specialist,"Principles of Digital Design, VLSI Design"
460,Environmental Engineering,Data Scientist,"Introduction to Cybersecurity, Digital Forensics"
461,Software Development,AI Specialist,"Software and Hardware Concepts, Data Structures"
462,Data Science,Cybersecurity Analyst,"Introduction to Embedded Systems, Robotics"
463,Signal Processing,AI Specialist,"Principles of Digital Design, VLSI Design"
464,Environmental Engineering,Data Scientist,"Software and Hardware Concepts, Data Structures"
465,Database Management,Biochemical Engineer,"Introduction to Embedded Systems, Robotics"
466,Signal Processing,Environmental Engineer,"Environmental Engineering, Water Quality Control"
467,Signal Processing,Environmental Engineer,"Database Management Systems, Systems Analysis and Design"
468,Robotics,Cybersecurity Analyst,"Signal Processing, Analog and Digital Communication"
469,Database Management,Cybersecurity Analyst,"Environmental Engineering, Water Quality Control"
470,Cybersecurity,Cybersecurity Analyst,"Data Mining for Business Intelligence, Machine Learning"
471,Environmental Engineering,Cybersecurity Analyst,"Database Management Systems, Systems Analysis and Design"
472,Biochemical Engineering,Embedded Systems Engineer,"Database Management Systems, Systems Analysis and Design"
473,Data Science,AI Specialist,"Software and Hardware Concepts, Data Structures"
474,Environmental Engineering,AI Specialist,"Signal Processing, Analog and Digital Communication"
475,Database Management,Embedded Systems Engineer,"Signal Processing, Analog and Digital Communication"
476,Biochemical Engineering,Software Developer,"Biochemical Engineering, Process Design"
477,Database Management,Data Scientist,"Introduction to Cybersecurity, Digital Forensics"
478,Biochemical Engineering,Robotics Engineer,"Introduction to Cybersecurity, Digital Forensics"
479,Biochemical Engineering,Signal Processing Engineer,"Introduction to Cybersecurity, Digital Forensics"
480,Software Development,Database Administrator,"Computer Science I, Computer Science II"
481,Database Management,Software Developer,"Software and Hardware Concepts, Data Structures"
482,Embedded Systems,Database Administrator,"Environmental Engineering, Water Quality Control"
